name,address,city,region,country,website,source_url,image_url,image_source_url,price_text,price_source_url,enriched_at,google_maps_url,apple_maps_url,maps_verified_at,maps_notes,lat,lon,status,verified_at,notes
Vintage Cat Cafe Toronto,1274 St. Clair Avenue West,Toronto,ON,CA,https://www.vintagecatcafe.com/,https://www.vintagecatcafe.com/,/images/cafes/vintage-cat-cafe-toronto-toronto-on.jpg,"https://static.wixstatic.com/media/5e3871_02c4e667fa1647a2b68fe24bec446a60~mv2.jpg/v1/crop/x_11,y_0,w_4246,h_4267/fill/w_201,h_202,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Vintage_Cat_Cafe_Logo_CMYK.jpg",$29.95 for 1 hr,https://booking.cojilio.com/vintagecatcafe,2026-07-07,https://www.google.com/maps/search/?api=1&query=Vintage%20Cat%20Cafe%20Toronto%2C%201274%20St.%20Clair%20Avenue%20West%2C%20Toronto%2C%20ON%2C%20Canada,https://maps.apple.com/?q=Vintage+Cat+Cafe+Toronto&address=1274+St.+Clair+Avenue+West%2C+Toronto%2C+ON%2C+Canada&ll=43.6771775%2C-79.4471613,2026-07-07,Maps search link from curated name/address.,43.6771775,-79.4471613,active,2026-07-06,Promoted from OSM review; corrected country/region from official address.; official site confirms reservations or booking for cat visits.
Sip & Purr Cat Café,833 East Brady Street,Milwaukee,WI,US,https://www.sipandpurr.com/,https://www.sipandpurr.com/,/images/cafes/sip-purr-cat-cafe-milwaukee-wi.jpg,"https://static.wixstatic.com/media/1f1825_f4623d48324c40a3956f57b574324eca~mv2_d_2700_2700_s_4_2.jpg/v1/fill/w_2700,h_2700,al_c/1f1825_f4623d48324c40a3956f57b574324eca~mv2_d_2700_2700_s_4_2.jpg",VISIT $10,https://www.sipandpurr.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Sip%20%26%20Purr%20Cat%20Caf%C3%A9%2C%20833%20East%20Brady%20Street%2C%20Milwaukee%2C%20WI%2C%20United%20States,https://maps.apple.com/?q=Sip+%26+Purr+Cat+Caf%C3%A9&address=833+East+Brady+Street%2C+Milwaukee%2C+WI%2C+United+States&ll=43.0528725%2C-87.901171,2026-07-07,Maps search link from curated name/address.,43.0528725,-87.901171,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Pawsific Northwest Cafe,3415 Pacific Avenue SE,Olympia,WA,US,https://www.pawsnwcafe.com/,https://www.pawsnwcafe.com/,/images/cafes/pawsific-northwest-cafe-olympia-wa.jpg,https://www.pawsnwcafe.com/images/ie8-panel/warning_bar_0000_us.jpg,$15/person,https://www.pawsnwcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Pawsific%20Northwest%20Cafe%2C%203415%20Pacific%20Avenue%20SE%2C%20Olympia%2C%20WA%2C%20United%20States,https://maps.apple.com/?q=Pawsific+Northwest+Cafe&address=3415+Pacific+Avenue+SE%2C+Olympia%2C+WA%2C+United+States&ll=47.0406123%2C-122.848306,2026-07-07,Maps search link from curated name/address.,47.0406123,-122.848306,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
NoCo Cat Cafe,121 East 5th Street,Loveland,CO,US,https://nococatcafe.com/,https://nococatcafe.com/,/images/cafes/noco-cat-cafe-loveland-co.jpg,https://i.vimeocdn.com/video/1503834446-f418351077ea3f54c3e7bdc3ab6b198d33a966a75552d233d04504d240efe14e-d_1920x1080?r=pad,$10 admission,https://nococatcafe.com/faq,2026-07-07,https://www.google.com/maps/search/?api=1&query=NoCo%20Cat%20Cafe%2C%20121%20East%205th%20Street%2C%20Loveland%2C%20CO%2C%20United%20States,https://maps.apple.com/?q=NoCo+Cat+Cafe&address=121+East+5th+Street%2C+Loveland%2C+CO%2C+United+States&ll=40.396682%2C-105.0753498,2026-07-07,Maps search link from curated name/address.,40.396682,-105.0753498,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Purr Cup Cafe,210 Prospect Avenue,Raleigh,NC,US,https://purrcupcafe.com/,https://purrcupcafe.com/,/images/cafes/placeholder.png,https://purrcupcafe.com/,$10/hour plus tax,https://purrcupcafe.com/make-a-reservation,2026-07-07,https://www.google.com/maps/search/?api=1&query=Purr%20Cup%20Cafe%2C%20210%20Prospect%20Avenue%2C%20Raleigh%2C%20NC%2C%20United%20States,https://maps.apple.com/?q=Purr+Cup+Cafe&address=210+Prospect+Avenue%2C+Raleigh%2C+NC%2C+United+States&ll=35.7630802%2C-78.6485891,2026-07-07,Maps search link from curated name/address.,35.7630802,-78.6485891,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
PHX Cat Cafe,147 East Garfield Street,Phoenix,AZ,US,https://phxcatcafe.org/,https://phxcatcafe.org/,/images/cafes/phx-cat-cafe-phoenix-az.png,https://phxcatcafe.org/wp-content/uploads/2023/10/phx-cat-cafe-logo.png,$16.96 / hr,https://phxcatcafe.org/,2026-07-07,https://www.google.com/maps/search/?api=1&query=PHX%20Cat%20Cafe%2C%20147%20East%20Garfield%20Street%2C%20Phoenix%2C%20AZ%2C%20United%20States,https://maps.apple.com/?q=PHX+Cat+Cafe&address=147+East+Garfield+Street%2C+Phoenix%2C+AZ%2C+United+States&ll=33.4573988%2C-112.0715485,2026-07-07,Maps search link from curated name/address.,33.4573988,-112.0715485,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Coffee Cats,312 5th Street,West Des Moines,IA,US,https://www.coffeecatscafe.com/,https://www.coffeecatscafe.com/,/images/cafes/placeholder.png,https://www.coffeecatscafe.com/,$10/hour plus tax,https://www.coffeecatscafe.com/make-a-reservation,2026-07-07,https://www.google.com/maps/search/?api=1&query=Coffee%20Cats%2C%20312%205th%20Street%2C%20West%20Des%20Moines%2C%20IA%2C%20United%20States,https://maps.apple.com/?q=Coffee+Cats&address=312+5th+Street%2C+West+Des+Moines%2C+IA%2C+United+States&ll=41.5730793%2C-93.7092462,2026-07-07,Maps search link from curated name/address.,41.5730793,-93.7092462,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Mac Tabby Cat Cafe Salisbury,103 South Main Street,Salisbury,NC,US,https://www.mactabby.com/,https://www.mactabby.com/,/images/cafes/mac-tabby-cat-cafe-salisbury-salisbury-nc.png,"https://images.getbento.com/accounts/28fe9eae0baa177cfa540f0fc6e7a03d/media/images/8142Mac_Tabby_Logo_dark_bkgrd.png?w=1200&fit=fill&auto=compress,format&cs=origin&h=600&bg=000&pad=100",$12 weekday/$14 weekend for 60 min; $8/$10 walk-in 30 min,https://www.mactabby.com/what-to-expect-1/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Mac%20Tabby%20Cat%20Cafe%20Salisbury%2C%20103%20South%20Main%20Street%2C%20Salisbury%2C%20NC%2C%20United%20States,https://maps.apple.com/?q=Mac+Tabby+Cat+Cafe+Salisbury&address=103+South+Main+Street%2C+Salisbury%2C+NC%2C+United+States&ll=35.6670661%2C-80.4698862,2026-07-07,Maps search link from curated name/address.,35.6670661,-80.4698862,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Daily Mews Cat Cafe,3748 Monroe Road,Charlotte,NC,US,https://www.dailymewscharlotte.com/,https://www.dailymewscharlotte.com/,/images/cafes/daily-mews-cat-cafe-charlotte-nc.jpg,https://www.dailymewscharlotte.com/uploads/1/2/9/8/129827225/daily-mews-072018-1_orig.jpg,$12 weekdays; $15 weekends for 50 min,https://www.dailymewscharlotte.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Daily%20Mews%20Cat%20Cafe%2C%203748%20Monroe%20Road%2C%20Charlotte%2C%20NC%2C%20United%20States,https://maps.apple.com/?q=Daily+Mews+Cat+Cafe&address=3748+Monroe+Road%2C+Charlotte%2C+NC%2C+United+States&ll=35.1988688%2C-80.7954013,2026-07-07,Maps search link from curated name/address.,35.1988688,-80.7954013,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoption info.
Cats in Bloom,102 West Main Street,Bloomsburg,PA,US,https://www.catsinbloom.org/,https://www.catsinbloom.org/,/images/cafes/cats-in-bloom-bloomsburg-pa.png,"https://static.wixstatic.com/media/2680e8_16ab1e173b0a42da81544bc7a654663e%7Emv2_d_2917_2819_s_4_2.png/v1/fit/w_2500,h_1330,al_c/2680e8_16ab1e173b0a42da81544bc7a654663e%7Emv2_d_2917_2819_s_4_2.png",See website,https://www.catsinbloom.org/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Cats%20in%20Bloom%2C%20102%20West%20Main%20Street%2C%20Bloomsburg%2C%20PA%2C%20United%20States,https://maps.apple.com/?q=Cats+in+Bloom&address=102+West+Main+Street%2C+Bloomsburg%2C+PA%2C+United+States&ll=41.0022404%2C-76.4581286,2026-07-07,Maps search link from curated name/address.,41.0022404,-76.4581286,active,2026-07-06,Promoted from OSM review; official site contains name and address.; official site confirms adoptable cats.
Tinker's Cat Cafe,302 East 900 South,Salt Lake City,UT,US,https://www.tinkerscatcafe.com/,https://www.tinkerscatcafe.com/,/images/cafes/tinker-s-cat-cafe-salt-lake-city-ut.jpg,https://www.tinkerscatcafe.com/wp-content/uploads/2015/06/TinkeracircC66a-A06aT03a-Z_grey-e1539808745580.jpg,$8 per hour,https://www.tinkerscatcafe.com/faq,2026-07-07,https://www.google.com/maps/search/?api=1&query=Tinker's%20Cat%20Cafe%2C%20302%20East%20900%20South%2C%20Salt%20Lake%20City%2C%20UT%2C%20United%20States,https://maps.apple.com/?q=Tinker%27s+Cat+Cafe&address=302+East+900+South%2C+Salt+Lake+City%2C+UT%2C+United+States&ll=40.7495053%2C-111.882281,2026-07-07,Maps search link from curated name/address.,40.7495053,-111.882281,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoptable cats.
The Purrfect Cup Cat Café,580 Two Nations Crossing,Fredericton,NB,CA,https://purrfectcup.ca/,https://purrfectcup.ca/,/images/cafes/the-purrfect-cup-cat-cafe-fredericton-nb.png,https://purrfectcup.ca/wp-content/uploads/2019/01/monogram.png,$10 adult; $7 child plus tax,https://purrfectcup.ca/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Purrfect%20Cup%20Cat%20Caf%C3%A9%2C%20580%20Two%20Nations%20Crossing%2C%20Fredericton%2C%20NB%2C%20Canada,https://maps.apple.com/?q=The+Purrfect+Cup+Cat+Caf%C3%A9&address=580+Two+Nations+Crossing%2C+Fredericton%2C+NB%2C+Canada&ll=45.9822036%2C-66.6131894,2026-07-07,Maps search link from curated name/address.,45.9822036,-66.6131894,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Kitties and Cream,437 Fitzwilliam Street,Nanaimo,BC,CA,https://kittiesandcream.ca/,https://kittiesandcream.ca/,/images/cafes/kitties-and-cream-nanaimo-bc.webp,http://kittiesandcream.ca/cdn/shop/files/KandC-Logo-Reverse-Bkg-RGB_600x600.png?v=1614363326,See website,https://kittiesandcream.ca/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitties%20and%20Cream%2C%20437%20Fitzwilliam%20Street%2C%20Nanaimo%2C%20BC%2C%20Canada,https://maps.apple.com/?q=Kitties+and+Cream&address=437+Fitzwilliam+Street%2C+Nanaimo%2C+BC%2C+Canada&ll=49.1650996%2C-123.9425942,2026-07-07,Maps search link from curated name/address.,49.1650996,-123.9425942,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Excalipurr Cat Cafe,2156 Albert Street,Regina,SK,CA,https://excalipurr.ca/,https://excalipurr.ca/,/images/cafes/excalipurr-cat-cafe-regina-sk.jpg,https://excalipurr.ca/wp-content/uploads/2018/05/32150012_10156307556694254_4377695676155297792_n.jpg,$5 for 45 min,https://excalipurr.ca/faq,2026-07-07,https://www.google.com/maps/search/?api=1&query=Excalipurr%20Cat%20Cafe%2C%202156%20Albert%20Street%2C%20Regina%2C%20SK%2C%20Canada,https://maps.apple.com/?q=Excalipurr+Cat+Cafe&address=2156+Albert+Street%2C+Regina%2C+SK%2C+Canada&ll=50.4444624%2C-104.618395,2026-07-07,Maps search link from curated name/address.,50.4444624,-104.618395,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms reservations or booking for cat visits.
Alley Cat,1 Market Place,Stratford,ON,CA,https://www.alleycatcafe.ca/,https://www.alleycatcafe.ca/,/images/cafes/alley-cat-stratford-on.png,"https://static.wixstatic.com/media/f7240e_de40d95ec5e84e3e874f9999664684a7%7Emv2.png/v1/fit/w_2500,h_1330,al_c/f7240e_de40d95ec5e84e3e874f9999664684a7%7Emv2.png",C$10.50/hour adult; C$6/hour children 3-12,https://www.alleycatcafe.ca/faq,2026-07-07,https://www.google.com/maps/search/?api=1&query=Alley%20Cat%2C%201%20Market%20Place%2C%20Stratford%2C%20ON%2C%20Canada,https://maps.apple.com/?q=Alley+Cat&address=1+Market+Place%2C+Stratford%2C+ON%2C+Canada&ll=43.3694152%2C-80.981718,2026-07-07,Maps search link from curated name/address.,43.3694152,-80.981718,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Café Chato,4833 Rue de Verdun,Montréal,QC,CA,https://cafechato.ca/,https://cafechato.ca/,/images/cafes/cafe-chato-montreal-qc.png,"https://static.wixstatic.com/media/e9d3ac_5b9b89d9a82f4d7fb994cbeec3a5d7f5%7Emv2.png/v1/fit/w_2500,h_1330,al_c/e9d3ac_5b9b89d9a82f4d7fb994cbeec3a5d7f5%7Emv2.png",See website,https://cafechato.ca/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Chato%2C%204833%20Rue%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada,https://maps.apple.com/?q=Caf%C3%A9+Chato&address=4833+Rue+de+Verdun%2C+Montr%C3%A9al%2C+QC%2C+Canada&ll=45.4570923%2C-73.5720042,2026-07-07,Maps search link from curated name/address.,45.4570923,-73.5720042,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Nine Lives Cat Cafe,1315 Shelby Street,Indianapolis,IN,US,https://www.ninelivescatcafe.com/,https://www.ninelivescatcafe.com/,/images/cafes/nine-lives-cat-cafe-indianapolis-in.jpg,https://static.spotapps.co/website_images/ab_websites/119466_website_v1/social_share_new.jpg,$15 / hr,https://www.ninelivescatcafe.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Nine%20Lives%20Cat%20Cafe%2C%201315%20Shelby%20Street%2C%20Indianapolis%2C%20IN%2C%20United%20States,https://maps.apple.com/?q=Nine+Lives+Cat+Cafe&address=1315+Shelby+Street%2C+Indianapolis%2C+IN%2C+United+States&ll=39.7496789%2C-86.1396508,2026-07-07,Maps search link from curated name/address.,39.7496789,-86.1396508,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoptable cats.
Crooked Tail Cat Cafe,604 South Elm Street,Greensboro,NC,US,https://www.crookedtailcatcafe.com/home-gso,https://www.crookedtailcatcafe.com/home-gso,/images/cafes/placeholder.png,https://www.crookedtailcatcafe.com/home-gso,$12 / hr,https://www.crookedtailcatcafe.com/home-gso,2026-07-07,https://www.google.com/maps/search/?api=1&query=Crooked%20Tail%20Cat%20Cafe%2C%20604%20South%20Elm%20Street%2C%20Greensboro%2C%20NC%2C%20United%20States,https://maps.apple.com/?q=Crooked+Tail+Cat+Cafe&address=604+South+Elm+Street%2C+Greensboro%2C+NC%2C+United+States&ll=36.0658336%2C-79.7909514,2026-07-07,Maps search link from curated name/address.,36.0658336,-79.7909514,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Cat Cafe on Whyte,10588 109 Street NW,Edmonton,AB,CA,https://www.catcafeonwhyte.com/,https://www.catcafeonwhyte.com/,/images/cafes/cat-cafe-on-whyte-edmonton-ab.jpg,"https://static.wixstatic.com/media/bba4cf_035b78a24743490ca5fed39c51a2b496~mv2_d_2415_2415_s_4_2.jpg/v1/fill/w_301,h_260,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/FullSizeRender%202.jpg",$16.99-$18.99/hour age 13+,https://www.catcafeonwhyte.com/blank-page-1,2026-07-07,https://www.google.com/maps/search/?api=1&query=Cat%20Cafe%20on%20Whyte%2C%2010588%20109%20Street%20NW%2C%20Edmonton%2C%20AB%2C%20Canada,https://maps.apple.com/?q=Cat+Cafe+on+Whyte&address=10588+109+Street+NW%2C+Edmonton%2C+AB%2C+Canada&ll=53.5178491%2C-113.4919305,2026-07-07,Maps search link from curated name/address.,53.5178491,-113.4919305,active,2026-07-06,Promoted from OSM review; country corrected from reverse geocode.; official site confirms adoption info.
Catoro Cafe,666 East Broadway,Vancouver,BC,CA,https://catoropets.com,https://catoropets.com,/images/cafes/catoro-cafe-vancouver-bc.webp,http://catoropets.com/cdn/shop/files/catoro_social_banner.png?v=1649801224,$18/guest for 50 min,https://catoropets.com/products/cat-forest-visit,2026-07-07,https://www.google.com/maps/search/?api=1&query=Catoro%20Cafe%2C%20666%20East%20Broadway%2C%20Vancouver%2C%20BC%2C%20Canada,https://maps.apple.com/?q=Catoro+Cafe&address=666+East+Broadway%2C+Vancouver%2C+BC%2C+Canada&ll=49.2622542%2C-123.0896259,2026-07-07,Maps search link from curated name/address.,49.2622542,-123.0896259,active,2026-07-06,Promoted from OSM review; country corrected from reverse geocode.; official site confirms adoption info.
Whiskers and Soda Cat Cafe,10320 Garland Road,Dallas,TX,US,https://whiskersandsoda.com/,https://whiskersandsoda.com/,/images/cafes/whiskers-and-soda-cat-cafe-dallas-tx.jpg,https://whiskersandsoda.com/wp-content/uploads/2023/01/WandS_FB.jpg,$16/hr,https://whiskersandsoda.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Whiskers%20and%20Soda%20Cat%20Cafe%2C%2010320%20Garland%20Road%2C%20Dallas%2C%20TX%2C%20United%20States,https://maps.apple.com/?q=Whiskers+and+Soda+Cat+Cafe&address=10320+Garland+Road%2C+Dallas%2C+TX%2C+United+States&ll=32.8415864%2C-96.6921091,2026-07-07,Maps search link from curated name/address.,32.8415864,-96.6921091,active,2026-07-06,Promoted from OSM review; city/region filled from reverse geocode.; official site confirms adoption info.
Frabjous Catfe,12261 Capital Boulevard,Wake Forest,NC,US,https://www.frabjouscatfe.com/,https://www.frabjouscatfe.com/,,,,,,,,,,35.9808,-78.5411588,unverified,,Official domain redirected to unrelated content during 2026-07-06 verification; do not publish until a current official source confirms active cat visits.
Starry Night Cat Café,1408 Strongs Avenue,Stevens Point,WI,US,https://www.starrynightcatcafe.com/,https://www.starrynightcatcafe.com/,/images/cafes/placeholder.png,https://www.starrynightcatcafe.com/,$10-$12 age 13+; $8-$10 ages 3-12,https://www.starrynightcatcafe.com/visit,2026-07-07,https://www.google.com/maps/search/?api=1&query=Starry%20Night%20Cat%20Caf%C3%A9%2C%201408%20Strongs%20Avenue%2C%20Stevens%20Point%2C%20WI%2C%20United%20States,https://maps.apple.com/?q=Starry+Night+Cat+Caf%C3%A9&address=1408+Strongs+Avenue%2C+Stevens+Point%2C+WI%2C+United+States&ll=44.5223501%2C-89.5828623,2026-07-07,Maps search link from curated name/address.,44.5223501,-89.5828623,active,2026-07-06,Promoted from OSM review; address filled from reverse geocode and official site reachable.; official site confirms adoptable cats.
The Toebean Cat Café,20 Walnut Avenue Southwest,Roanoke,VA,US,https://www.thetoebeancatcafe.net/,https://www.thetoebeancatcafe.net/,/images/cafes/the-toebean-cat-cafe-roanoke-va.png,"https://media.base44.com/images/public/69df06cfd7bef8528717120f/ba641a5dc_logo.png/v1/fill/w_1200,h_630/ba641a5dc_logo.png",$21 / hr,https://www.thetoebeancatcafe.net/,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Toebean%20Cat%20Caf%C3%A9%2C%2020%20Walnut%20Avenue%20Southwest%2C%20Roanoke%2C%20VA%2C%20United%20States,https://maps.apple.com/?q=The+Toebean+Cat+Caf%C3%A9&address=20+Walnut+Avenue+Southwest%2C+Roanoke%2C+VA%2C+United+States&ll=37.2611393%2C-79.942573,2026-07-07,Maps search link from curated name/address.,37.2611393,-79.942573,active,2026-07-06,Promoted from OSM review; address filled from reverse geocode and official site reachable.; official site confirms reservations or booking for cat visits.
Mèo Maison,1336 Wisconsin Avenue Northwest,Washington,DC,US,https://www.meomaison.com/,https://www.meomaison.com/,,,,,,,,,,38.9075891,-77.063571,unverified,,Official source failed during 2026-07-06 verification; do not publish until current official evidence confirms visitor cat interaction.
Toe Beans Cat Cafe,119 Peter Street,Port Hope,ON,CA,https://toe-beans-cat-cafe.square.site/,https://toe-beans-cat-cafe.square.site/,/images/cafes/toe-beans-cat-cafe-port-hope-on.jpg,https://toe-beans-cat-cafe.square.site/uploads/b/355c8080-6eda-11e9-86fb-a52fd93f80cb/101795785_2957493664317406_2483288182888595456_o.jpg,C$10+HST/person for 55 min,https://toe-beans-cat-cafe.square.site/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Toe%20Beans%20Cat%20Cafe%2C%20119%20Peter%20Street%2C%20Port%20Hope%2C%20ON%2C%20Canada,https://maps.apple.com/?q=Toe+Beans+Cat+Cafe&address=119+Peter+Street%2C+Port+Hope%2C+ON%2C+Canada&ll=43.949429%2C-78.2838622,2026-07-07,Maps search link from curated name/address.,43.949429,-78.2838622,active,2026-07-06,"Official site title confirms rescue cats and adoption: Eat, Drink, Adopt, Repeat."
Kitty Korner Café,214 North Main Street Suite 1,Barre,VT,US,https://www.kittykornercafe.com/,https://www.kittykornercafe.com/,/images/cafes/kitty-korner-cafe-barre-vt.png,"https://static.wixstatic.com/media/8fe6a2_f57b194db8f54ba298c99a44378ed2b1~mv2.png/v1/fill/w_164,h_97,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/kitty-logo-2.png",reservation online is $8,https://www.kittykornercafe.com/reservations,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kitty%20Korner%20Caf%C3%A9%2C%20214%20North%20Main%20Street%20Suite%201%2C%20Barre%2C%20VT%2C%20United%20States,https://maps.apple.com/?q=Kitty+Korner+Caf%C3%A9&address=214+North+Main+Street+Suite+1%2C+Barre%2C+VT%2C+United+States&ll=44.1991219%2C-72.5039834,2026-07-07,Maps search link from curated name/address.,44.1991219,-72.5039834,active,2026-07-06,Promoted from OSM review; official site lists name and address.; official site confirms adoption info.
Kokoro Cat Café,133-36 37th Avenue,Flushing,NY,US,https://www.kokorocatcafe.com/,https://www.kokorocatcafe.com/,/images/cafes/placeholder.png,https://www.kokorocatcafe.com/,$20/person for 40 min,https://www.kokorocatcafe.com/reservations,2026-07-07,https://www.google.com/maps/search/?api=1&query=Kokoro%20Cat%20Caf%C3%A9%2C%20133-36%2037th%20Avenue%2C%20Flushing%2C%20NY%2C%20United%20States,https://maps.apple.com/?q=Kokoro+Cat+Caf%C3%A9&address=133-36+37th+Avenue%2C+Flushing%2C+NY%2C+United+States&ll=40.7602523%2C-73.8335391,2026-07-07,Maps search link from curated name/address.,40.7602523,-73.8335391,active,2026-07-06,Added from official site; missing from OSM cat-cafe query.; official site confirms adoptable cats.
Eugene Springfield Cat Lounge,537 W. Centennial Blvd.,Springfield,OR,US,https://www.eugenespringfieldcatlounge.com/,https://www.eugenespringfieldcatlounge.com/,/images/cafes/placeholder.png,"https://static.wixstatic.com/media/5dc981_3b0e832a028e4c6a8fd437ccc4427b5e~mv2.jpg/v1/fill/w_400,h_300,al_c/5dc981_3b0e832a028e4c6a8fd437ccc4427b5e~mv2.jpg",$15 for 60 min; $10 for 30 min,https://www.eugenespringfieldcatlounge.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Eugene%20Springfield%20Cat%20Lounge%2C%20537%20W.%20Centennial%20Blvd.%2C%20Springfield%2C%20OR%2C%20United%20States,https://maps.apple.com/?q=Eugene+Springfield+Cat+Lounge&address=537+W.+Centennial+Blvd.%2C+Springfield%2C+OR%2C+United+States&ll=44.0564100%2C-123.0337197,2026-07-07,Maps search link from curated name/address.,44.0564100,-123.0337197,active,2026-07-06,Added from official site; missed because OSM discovery only queried explicit cat-cafe tags.; official site confirms adoption info.
The Alaska Cat Cafe,340 N. Lucille St.,Wasilla,AK,US,https://thealaskacatcafe.com/,https://thealaskacatcafe.com/,/images/cafes/the-alaska-cat-cafe-wasilla-ak.png,https://thealaskacatcafe.com/wp-content/uploads/2025/07/image0-1024x1014.png,$10 for 30 min,https://booking.cojilio.com/thealaskacatcafe/location/TheAlaskaCatCafe,2026-07-07,https://www.google.com/maps/search/?api=1&query=The%20Alaska%20Cat%20Cafe%2C%20340%20N.%20Lucille%20St.%2C%20Wasilla%2C%20AK%2C%20United%20States,https://maps.apple.com/?q=The+Alaska+Cat+Cafe&address=340+N.+Lucille+St.%2C+Wasilla%2C+AK%2C+United+States&ll=61.5827687%2C-149.4511327,2026-07-07,Maps search link from curated name/address.,61.5827687,-149.4511327,active,2026-07-06,Added from official site; missed because OSM discovery only queried explicit cat-cafe tags.; official site confirms adoption info.
River Kitty Cafe,3226 N University,Peoria,IL,US,https://www.riverkittycafe.com/,https://www.riverkittycafe.com/,/images/cafes/river-kitty-cafe-peoria-il.jpeg,"https://static.wixstatic.com/media/6c03ef_99625767c67048218321b9bfdccd4714%7Emv2.jpeg/v1/fit/w_2500,h_1330,al_c/6c03ef_99625767c67048218321b9bfdccd4714%7Emv2.jpeg",$12 for 60 min; $6 for 30 min,https://www.riverkittycafe.com/book-online,2026-07-07,https://www.google.com/maps/search/?api=1&query=River%20Kitty%20Cafe%2C%203226%20N%20University%2C%20Peoria%2C%20IL%2C%20United%20States,https://maps.apple.com/?q=River+Kitty+Cafe&address=3226+N+University%2C+Peoria%2C+IL%2C+United+States&ll=40.7275074%2C-89.6123383,2026-07-07,Maps search link from curated name/address.,40.7275074,-89.6123383,active,2026-07-06,Added from official site; weak OSM/name discovery candidate; site confirms visitors can reserve time with adoptable cats.
Black Cat Market,5135 Penn Avenue,Pittsburgh,PA,US,https://blackcatmarketpgh.com/,https://blackcatmarketpgh.com/,/images/cafes/black-cat-market-pittsburgh-pa.png,https://static.spotapps.co/spots/d3/6b93614a68401baa52c06b3b932551/:original,$9/person for 30 min,https://blackcatmarketpgh.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Black%20Cat%20Market%2C%205135%20Penn%20Avenue%2C%20Pittsburgh%2C%20PA%2C%20United%20States,https://maps.apple.com/?q=Black+Cat+Market&address=5135+Penn+Avenue%2C+Pittsburgh%2C+PA%2C+United+States&ll=40.4649514%2C-79.9415263,2026-07-07,Maps search link from curated name/address.,40.4649514,-79.9415263,active,2026-07-06,Added from official site; weak OSM/name discovery candidate; site confirms cat room visits and adoptable cats.
Rescue and Relax,104-106 E Swissvale Ave,Pittsburgh,PA,US,https://www.rescueandrelax.com/,https://www.rescueandrelax.com/,/images/cafes/rescue-and-relax-pittsburgh-pa.jpg,https://www.rescueandrelax.com/wp-content/uploads/2021/08/rescue-and-relax-logo-jpg-e1637612488441.jpg,See website,https://www.rescueandrelax.com/,2026-07-07,https://www.google.com/maps/search/?api=1&query=Rescue%20and%20Relax%2C%20104-106%20E%20Swissvale%20Ave%2C%20Pittsburgh%2C%20PA%2C%20United%20States,https://maps.apple.com/?q=Rescue+and+Relax&address=104-106+E+Swissvale+Ave%2C+Pittsburgh%2C+PA%2C+United+States&ll=40.4331284%2C-79.8846538,2026-07-07,Maps search link from curated name/address.,40.4331284,-79.8846538,active,2026-07-06,Added from official site; weak OSM/name discovery candidate; site confirms cat lounge visits and adoptable cats.
